cnpj,razao_social,nome_fantasia,situacao_cadastral,data_situacao,motivo_situacao,data_abertura,matriz_filial,natureza_juridica,mei,simples,capital_social,porte,cnae_principal_codigo,cnae_principal_descricao,cnaes_secundarios,logradouro,numero,complemento,bairro,cep,municipio,uf,telefone1,telefone2,email,socios,ultima_atualizacao
52.458.661/0002-40,CONDOMINIO  ALLERIA VILA MASCOTE,SUBCONDOMINIO RESIDENCIAL,ATIVA,,,08/09/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ARAQUEM,187,,VILA MASCOTE,04363050,SAO PAULO,SP,(11) 31915000,,,,
52.458.661/0001-69,CONDOMINIO  ALLERIA VILA MASCOTE,-,ATIVA,,,08/09/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ARAQUEM,187,,VILA MASCOTE,04363050,SAO PAULO,SP,(11) 31915000,,,,
52.457.623/0001-91,CONDOMINIO CIDADE JARDIM,CONDOMINIO CASAS CIDADE JARDIM,ATIVA,,,12/09/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR FAUSTO DE ALMEIDA PRADO PENTEADO,170,,JARDIM SILVIA (ZONA OESTE),05678040,SAO PAULO,SP,(11) 30783767,,,,
52.450.943/0001-10,RESIDENCIAL ARTUR DE OLIVEIRA,RESIDENCIAL ARTUR DE OLIVEIRA,ATIVA,,,27/01/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ARTUR DE OLIVEIRA,538,,PARQUE PERUCHE,02535010,SAO PAULO,SP,(11) 31817396,,,,
52.449.632/0001-30,CONDOMINIO ARCOS ITAIM,-,ATIVA,,,06/09/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR FADLO HAIDAR,134,,VILA OLIMPIA,04545050,SAO PAULO,SP,(11) 31915000,,,,
52.442.807/0001-88,CONDOMINIO PAULO MALDI 2,CONDOMINIO PAULO MALDI 2,ATIVA,,,17/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PAULO MALDI,334,,TUCURUVI,02303050,SAO PAULO,SP,(11) 37598100,,,,
52.435.241/0001-67,CONDOMINIO NOITIBO RESIDENCIAL,-,ATIVA,,,07/12/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA NOITIBO,S/N,,VILA NOVA CURUCA,08031150,SAO PAULO,SP,(11) 23615273,,,,
52.435.012/0001-42,CONDOMINIO RESIDENCIAL JARDINS DO CHAO DE COUCE,-,ATIVA,,,25/09/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ITALINA,341,,VILA CARMOSINA,08290705,SAO PAULO,SP,(11) 982523731,,,,
52.427.339/0004-15,CONDOMINIO PANORAMA,CONDOMINIO PANORAMA - SUBCONDOMINIO LIFE,ATIVA,,,18/09/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MIRAGAIA,101,COND  LIFE,BUTANTA,05511020,SAO PAULO,SP,(11) 31452711,,,,
52.427.339/0003-34,CONDOMINIO PANORAMA,CONDOMINIO PANORAMA - SUBCONDOMINIO INFINITY,ATIVA,,,18/09/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MIRAGAIA,101,,BUTANTA,05511020,SAO PAULO,SP,(11) 31452711,,,,
52.427.339/0002-53,CONDOMINIO PANORAMA,CONDOMINIO PANORAMA - SUBCONDOMINIO SMART,ATIVA,,,18/09/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MIRAGAIA,101,COND  SMART,BUTANTA,05511020,SAO PAULO,SP,(11) 31452711,,,,
52.427.339/0001-72,CONDOMINIO PANORAMA,-,ATIVA,,,18/09/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA PROFESSOR FRANCISCO MORATO,278,,BUTANTA,05512000,SAO PAULO,SP,(11) 31452711,,,,
52.426.334/0001-25,POTIGUARA,CONDOMINIO RESIDENCIAL POTIGUARA,ATIVA,,,05/09/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA NAZARE MENEZES,727,30 SUBDISTRITO,JARDIM LEME,05790380,SAO PAULO,SP,(11) 987330282,,,,
52.419.794/0001-26,CONDOMINIO RESIDENCIAL XANQUERE,-,ATIVA,,,19/09/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA XANQUERE,15,,VILA CENTENARIO,03645090,SAO PAULO,SP,(11) 37774623,,,,
52.418.192/0001-54,RESIDENCIAL JOAO BATISTA,RESIDENCIAL JOAO BATISTA,ATIVA,,,20/12/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOAO BATISTA D'ALMEIDA,161,,JARDIM SAO VICENTE,08021500,SAO PAULO,SP,(11) 26389571,,,,
52.416.346/0001-79,CONDOMINIO RESIDENCIAL MANDACAIA,CONDOMINIO RESIDENCIAL MANDACAIA,ATIVA,,,24/02/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MANDACAIA,626,COND  RESID MANDACAIA,CIDADE ANTONIO ESTEVAO DE CARVALHO,08223120,SAO PAULO,SP,(11) 27732224,,,,
52.415.029/0001-38,CONDOMINIO RESIDENCIAL PLANO & ESTACAO SANTO AMARO,-,ATIVA,,,06/09/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA FERREIRA VIANA,715,,VILA SOCORRO,04761010,SAO PAULO,SP,(11) 31463900,,,,
52.407.529/0001-28,CONDOMINIO RESIDENCIAL VENEZA,CONDOMINIO RESIDENCIAL VENEZA,ATIVA,,,04/07/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JARAUARA,841,,VILA RE,03665000,SAO PAULO,SP,(11) 51526518,,,,
52.405.811/0001-76,RESIDENCIAL TOSCANA,RESIDENCIAL TOSCANA,ATIVA,,,26/05/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA VINTE E NOVE DE OUTUBRO,27,,VILA MATILDE,03510000,SAO PAULO,SP,(11) 982976403,,,,
52.400.923/0001-34,B.SIDE FARIA LIMA,B.SIDE FARIA LIMA,ATIVA,,,31/07/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JORGE RIZZO,251,253255261263265           E AV. EUSEBIO MATOSO      N 500,PINHEIROS,05424060,SAO PAULO,SP,(11) 21828282,,,,
52.389.637/0005-49,HARMONIA 1040,SETOR LOJAS,ATIVA,,,15/06/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HARMONIA,1040,TERREO                    PAVMTO1,SUMAREZINHO,05435001,SAO PAULO,SP,(11) 38413501,,,,
52.389.637/0004-68,HARMONIA 1040,SETOR ESCRITORIOS,ATIVA,,,15/06/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HARMONIA,1040,PAVMTO2 AO 5,SUMAREZINHO,05435001,SAO PAULO,SP,(11) 38413501,,,,
52.389.637/0003-87,HARMONIA 1040,SETOR RESIDENCIAL 2 - LOFTS,ATIVA,,,15/06/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HARMONIA,1040,TERREO                    PAVMTO2 E 4,SUMAREZINHO,05435001,SAO PAULO,SP,(11) 38413501,,,,
52.389.637/0002-04,HARMONIA 1040,SETOR RESIDENCIAL 1 - APARTAMENTOS,ATIVA,,,15/06/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HARMONIA,1040,PAVMTO7 AO 28,SUMAREZINHO,05435001,SAO PAULO,SP,(11) 38413501,,,,
52.389.637/0001-15,HARMONIA 1040,-,ATIVA,,,15/06/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HARMONIA,1040,,SUMAREZINHO,05435001,SAO PAULO,SP,(11) 37455227,,,,
52.386.716/0001-72,CONDOMINIO RESIDENCIAL EDIFICIO VILLAGE BAMBORE,-,ATIVA,,,02/03/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BAMBORE,427,,IPIRANGA,04278060,SAO PAULO,SP,(11) 44320912,,,,
52.386.648/0001-41,CONDOMINIO ARKY CAYOWAA,ARKY CAYOWAA,ATIVA,,,01/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAYOWAA,200,,PERDIZES,05018000,SAO PAULO,SP,(11) 50903400,,,,
52.386.421/0001-04,CONDOMINIO RESIDENCIAL MAGNA MORUMBI,MAGNA MORUMBI,ATIVA,,,05/07/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOSE DE OLIVEIRA COELHO,451,,VILA ANDRADE,05727240,SAO PAULO,SP,(11) 50903400,,,,
52.383.894/0001-40,CONDOMINIO CALIXT - PINHEIROS,-,ATIVA,,,14/07/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CARDEAL ARCOVERDE,857,,PINHEIROS,05407001,SAO PAULO,SP,(11) 31915000,,,,
52.383.316/0001-03,I C CONSOLIDA CONSTRUTORA E INCORPORADORA LTDA,I C CONSOLIDA CONSTRUTORA,ATIVA,,,02/10/2023,MATRIZ,,Nao,Nao,"R$ 100.000,00","{'codigo': '01', 'descricao': 'Micro Empresa'}",8112500,Condomínios prediais,,AVENIDA JOAO CARLOS DA SILVA BORGES,111,SALA  9,VILA CRUZEIRO,04726000,SAO PAULO,SP,(11) 55650285,,,,
52.371.795/0004-90,LA VIDA ALTO DA BOA VISTA,LA VIDA ALTO DA BOA VISTA LOJA,ATIVA,,,31/08/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ADOLFO PINHEIRO,1303,2,SANTO AMARO,04733200,SAO PAULO,SP,(11) 30300877,,,,
52.371.795/0003-00,LA VIDA ALTO DA BOA VISTA,LA VIDA ALTO DA BOA VISTA ESTUDIO,ATIVA,,,31/08/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ADOLFO PINHEIRO,1303,1,SANTO AMARO,04733200,SAO PAULO,SP,(11) 30300877,,,,
52.371.795/0002-29,LA VIDA ALTO DA BOA VISTA,LA VIDA ALTO DA BOA VISTA - RESIDENCIAL,ATIVA,,,31/08/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ADOLFO PINHEIRO,1303,,SANTO AMARO,04733200,SAO PAULO,SP,(11) 30300877,,,,
52.371.795/0001-48,LA VIDA ALTO DA BOA VISTA,LA VIDA ALTO DA BOA VISTA,ATIVA,,,31/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ADOLFO PINHEIRO,1303,,SANTO AMARO,04733200,SAO PAULO,SP,(11) 30300877,,,,
52.369.992/0001-22,CONDOMINIO PARK SIDE,-,ATIVA,,,21/07/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA BRIGADEIRO LUIS ANTONIO,2867,,JARDIM PAULISTA,01401000,SAO PAULO,SP,(11) 31915000,,,,
52.355.389/0001-91,CONDOMINIO RESIDENCIAL ATENAS,CONDOMINIO RESIDENCIAL ATENAS,ATIVA,,,14/09/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA AMARAL COUTINHO,185,,VILA GUILHERMINA,03542080,SAO PAULO,SP,(11) 27251061,,,,
52.347.752/0002-08,ATHOS PARAISO,SUBCONDOMINIO STUDIOS,ATIVA,,,01/06/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MARIO AMARAL,311,351,PARAISO,04002021,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
52.347.752/0001-27,ATHOS PARAISO,CONDOMINIO ATHOS PARAISO,ATIVA,,,01/06/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR RAFAEL DE BARROS,416,424,PARAISO,04003042,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
52.347.607/0001-46,CONDOMINIO RESIDENCIAL EDGAR GARCIA VIEIRA,-,ATIVA,,,20/03/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR EDGAR GARCIA VIEIRA,236,,VILA MATILDE,03510040,SAO PAULO,SP,(11) 45643336,,,,
52.346.383/0001-58,TEG VILA CARRAO,-,ATIVA,,,28/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ATUCURI,214,,CHACARA SANTO ANTONIO (ZONA LESTE),03411000,SAO PAULO,SP,(11) 31915000,,,,
52.328.256/0003-98,CYRELA FOR YOU MOEMA,SETOR 2: COMERCIAL,ATIVA,,,24/08/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ALAMEDA DOS ARAPANES,1441,,MOEMA,04524003,SAO PAULO,SP,(11) 32345555,,,,
52.328.256/0002-07,CYRELA FOR YOU MOEMA,SETOR 1: RESIDENCIAL,ATIVA,,,24/08/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA DOS EUCALIPTOS,815,,INDIANOPOLIS,04517050,SAO PAULO,SP,(11) 32345555,,,,
52.328.256/0001-26,CYRELA FOR YOU MOEMA,CYRELA FOR YOU MOEMA,ATIVA,,,24/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ALAMEDA DOS ARAPANES,1441,,MOEMA,04524003,SAO PAULO,SP,(11) 32345555,,,,
52.314.760/0004-10,CONDOMINIO ECOS VILA MADALENA,ECOS VILA MADALENA LOJA,ATIVA,,,21/08/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA OSCAR CARAVELAS,57,,SUMAREZINHO,05441000,SAO PAULO,SP,(11) 27977600,,,,
52.314.760/0003-39,CONDOMINIO ECOS VILA MADALENA,-,ATIVA,,,21/08/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA OSCAR CARAVELAS,57,LOJA,SUMAREZINHO,05441000,SAO PAULO,SP,(11) 37598100,,,,
52.314.760/0002-58,CONDOMINIO ECOS VILA MADALENA,ECOS VILA MADALENA STUDIO CASSIA ELLER,ATIVA,,,21/08/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA OSCAR CARAVELAS,57,,SUMAREZINHO,05441000,SAO PAULO,SP,(11) 37598100,,,,
52.314.760/0001-77,CONDOMINIO ECOS VILA MADALENA,CONDOMINIO ECOS VILA MADALENA,ATIVA,,,21/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA OSCAR CARAVELAS,57,,SUMAREZINHO,05441000,SAO PAULO,SP,(11) 37598100,,,,
52.298.378/0001-17,RESIDENCIAL GIULIA MARIA,RESIDENCIAL GIULIA MARIA,ATIVA,,,30/05/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DENTISTA BARRETO,561,,VILA CARRAO,03420000,SAO PAULO,SP,(11) 54611056,,,,
52.285.136/0001-99,CONDOMINIO RESIDENCIAL REVERENDO,RESIDENCIAL REVERENDO,ATIVA,,,23/06/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA REVERENDO ALCIDES FRANCO,72,,JARDIM ITAPEMIRIM,08220700,SAO PAULO,SP,(11) 20796271,,,,
52.280.053/0001-07,INSIDE VILA NOVA CONCEICAO,-,ATIVA,,,19/09/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JACQUES FELIX,752,,VILA NOVA CONCEICAO,04509002,SAO PAULO,SP,(11) 31915000,,,,
52.278.315/0001-07,CONDOMINIO RESIDENCIAL ARAPOTY,CONDOMINIO RESIDENCIAL ARAPOTY,ATIVA,,,30/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA JOAO MARIA DE ALMEIDA,148,,VILA CAMPESTRE,04330170,SAO PAULO,SP,(11) 984997875,,,,
52.277.684/0001-77,CONDOMINIO RESIDENCIAL PLANO & ALTO DO JARAGUA II,-,ATIVA,,,04/09/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA DOUTOR FELIPE PINEL,3581,,JARAGUA,05181660,SAO PAULO,SP,(11) 22794197,,,,
52.277.286/0001-50,CONDOMINIO EDIFICIO MANACA,EDIFICIO MANACA,ATIVA,,,14/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GIBRALTAR,180,,SANTO AMARO,04755070,SAO PAULO,SP,(11) 47870854,,,,
52.276.236/0001-59,CONDOMINIO RESIDENCIAL FREDEMARI,CONDOMINIO RESIDENCIAL FREDEMARI,ATIVA,,,09/11/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANTONIO JOAO FIORE,213,,VILA GOMES CARDIM,03320010,SAO PAULO,SP,(11) 27470109,,,,
52.275.438/0001-86,EDIFICIO HELBOR EDITION VILA MADALENA,-,ATIVA,,,19/06/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA SENADOR CESAR LACERDA VERGUEIRO,312,,SUMAREZINHO,05435010,SAO PAULO,SP,(11) 31915000,,,,
52.263.473/0001-85,RESIDENCIAL SARDENHA,SARDENHA,ATIVA,,,14/02/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANISIO MOREIRA,485,,PARQUE PERUCHE,02538020,SAO PAULO,SP,(11) 29871448,,,,
52.263.401/0001-38,CONDOMINIO NIK ALVES GUIMARAES,-,ATIVA,,,17/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ALVES GUIMARAES,105,,PINHEIROS,05410000,SAO PAULO,SP,(11) 38930000,,,,
52.256.499/0001-04,CONDOMINIO AGUAS CLARAS,CONDOMINIIO AGUAS CLARAS,ATIVA,,,24/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ITA,SN,,VILA SANTOS,02636030,SAO PAULO,SP,(11) 52540291,,,,
52.254.725/0001-00,RESIDENCIAL ROSANA,CONDOMINIO RESIDENCIAL ROSANA,ATIVA,,,13/09/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CORONEL GUSTAVO SANTIAGO,74,,VILA ZILDA (TATUAPE),03069030,SAO PAULO,SP,(11) 23891367,,,,
52.254.263/0001-20,RESIDENCIAL NOVA LONDRINA,RESIDENCIAL NOVA LONDRINA,ATIVA,,,04/11/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA NOVA LONDRINA,184,,VILA PAULISTANA,02318230,SAO PAULO,SP,(11) 59720075,,,,
52.249.395/0001-64,RESIDENCIAL SILVIO RODINI 390,-,ATIVA,,,24/04/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA SILVIO RODINI,390,,VILA DOM PEDRO II,02241000,SAO PAULO,SP,(11) 31817396,,,,
52.248.450/0001-00,CONDOMINIO RESIDENCIAL MANUELLA,-,ATIVA,,,21/09/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA LEONCIO DA COSTA VIEIRA,53,,JARDIM PIQUEROBY,03463070,SAO PAULO,SP,(11) 27833605,,,,
52.241.654/0001-00,CONDOMINIO RESIDENCIAL CAMPOS,-,ATIVA,,,04/07/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANTONIO DE SOUZA CAMPOS,178,184,VILA MATILDE,03511010,SAO PAULO,SP,(11) 22967276,,,,
52.232.432/0001-21,VIVAZ ESTACAO BELEM,CONDOMINIO VIVAZ ESTACAO BELEM,ATIVA,,,07/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA SIQUEIRA BUENO,656,,BELENZINHO,03173010,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
52.232.202/0001-62,RESIDENCIAL GUARITA,RESIDENCIAL GUARITA,ATIVA,,,16/03/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAMPINAS DO PIAUI,330,,ITAQUERA,08210000,SAO PAULO,SP,(11) 26389571,,,,
52.226.183/0001-61,PORTAL CANTAREIRA,CONDOMINIO RESIDENCIAL PORTAL CANTAREIRA,ATIVA,,,14/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BARAO CARLOS DE SOUSA ANHUMAS,380,22 SUBDISTRITO,JARDIM RECANTO VERDE,02364000,SAO PAULO,SP,(11) 971831801,,,,
52.225.100/0003-81,APE VILA EMA,SUBCONDOMINIO COMERCIAL - NR1 - 3,ATIVA,,,26/07/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR TOLSTOI DE CARVALHO,300,,VILA TOLSTOI,03269020,SAO PAULO,SP,(11) 32345555,,,,
52.225.100/0002-09,APE VILA EMA,SUBCONDOMINIO RESIDENCIAL,ATIVA,,,26/07/2023,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAROLINA MARIA DE JESUS,88,,VILA TOLSTOI,03268180,SAO PAULO,SP,(11) 32345555,,,,
52.225.100/0001-10,APE VILA EMA,APE VILA EMA,ATIVA,,,26/07/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAROLINA MARIA DE JESUS,88,,VILA TOLSTOI,03268180,SAO PAULO,SP,(11) 32345555,,,,
52.218.223/0001-23,RESIDENCIAL ARINAIA 110,CONDOMINIO RESIDENCIAL ARINAIA 110,ATIVA,,,03/04/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ARINAIA,110,,BELENZINHO,03171040,SAO PAULO,SP,(11) 23891367,,,,
52.213.849/0001-47,LIVING GRAND WISH,-,ATIVA,,,18/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA FROBEN,77,,VILA LEOPOLDINA,05315010,SAO PAULO,SP,(11) 31915000,,,,
52.212.403/0001-06,ASSOCIACAO DO BEST CENTER SAO PAULO - PANAMBY,-,ATIVA,,,29/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOSE DA SILVA RIBEIRO,183,,VILA ANDRADE,05726130,SAO PAULO,SP,(11) 30485440,,,,
52.212.165/0001-20,CONDOMINIO RESIDENCIAL MINA,RESIDENCIAL MINA,ATIVA,,,10/02/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ELISIARIO,147,,CIDADE MAE DO CEU,03306080,SAO PAULO,SP,(11) 55838527,,,,
52.194.779/0001-27,EDIFICIO CRISTO REI,CRISTO REI TATUAPE,ATIVA,,,13/06/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA LUIS DO PACO,24,,TATUAPE,03071070,SAO PAULO,SP,(11) 21313541,(11) 21313575,,,
52.183.972/0001-62,CONDOMINIO VIBRA CAMBUCI,VIBRA CAMBUCI,ATIVA,,,16/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA DO ESTADO,5588,,CAMBUCI,01516000,SAO PAULO,SP,(11) 31452711,,,,
52.180.931/0001-12,EDIFICIO KENNEDY,-,ATIVA,,,09/06/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOS INOCENTES,177,,SOCORRO,04764050,SAO PAULO,SP,(11) 31452711,,,,
