cnpj,razao_social,nome_fantasia,situacao_cadastral,data_situacao,motivo_situacao,data_abertura,matriz_filial,natureza_juridica,mei,simples,capital_social,porte,cnae_principal_codigo,cnae_principal_descricao,cnaes_secundarios,logradouro,numero,complemento,bairro,cep,municipio,uf,telefone1,telefone2,email,socios,ultima_atualizacao
58.876.281/0003-92,CLUB STATION BELEM,CLUB STATION BELEM - SETOR COMERCIAL LOJAS,ATIVA,,,02/12/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PADRE ADELINO,317,,QUARTA PARADA,03303000,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
58.876.281/0002-01,CLUB STATION BELEM,CLUB STATION BELEM - SETOR NAO RESIDENCIAL SALETAS,ATIVA,,,02/12/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PADRE ADELINO,315,,QUARTA PARADA,03303000,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
58.876.281/0001-20,CLUB STATION BELEM,CLUB STATION BELEM,ATIVA,,,02/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PADRE ADELINO,303,,QUARTA PARADA,03303000,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
58.849.801/0001-06,RESIDENCIAL VIVACITY,RESIDENCIAL VIVACITY,ATIVA,,,01/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CATRIMANI,180,,CIDADE PATRIARCA,03555030,SAO PAULO,SP,(11) 994080388,,,,
58.848.963/0001-20,CONDOMINIO RESIDENCIAL UMUARAMA 318,CONDOMINIO RESIDENCIAL UMUARAMA 318,ATIVA,,,13/09/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA UMUARAMA,318,,VILA PRUDENTE,03129010,SAO PAULO,SP,(11) 997685586,,,,
58.847.214/0001-88,CONDOMINIO RESIDENCIAL MAZZEI,MAZZEI,ATIVA,,,13/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA MAZZEI,1475,,VILA MAZZEI,02310002,SAO PAULO,SP,(11) 29871448,,,,
58.846.879/0001-77,CONDOMINIO DOS IPES,-,ATIVA,,,21/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RODOVIA RAPOSO TAVARES,8312,,JARDIM BOA VISTA (ZONA OESTE),05576200,SAO PAULO,SP,(11) 984341160,,,,
58.842.851/0001-61,CONDOMINIO JACARANDA,-,ATIVA,,,25/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RODOVIA RAPOSO TAVARES,8312,,JARDIM BOA VISTA (ZONA OESTE),05576200,SAO PAULO,SP,(11) 984341160,,,,
58.820.916/0001-78,CONDOMINIO RESIDENCIAL VIEIRA,CONDOMINIO RESIDENCIAL VIEIRA,ATIVA,,,11/04/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAPITAO JOSE LEITE,269,,VILA MATILDE,03510010,SAO PAULO,SP,(11) 976855867,,,,
58.817.604/0001-05,SANTA MARINA 1,LAR SANTA MARINA,ATIVA,,,08/01/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA SANTA MARINA,1495,,AGUA BRANCA,05036001,SAO PAULO,SP,(11) 31915000,,,,
58.774.194/0001-62,EDIFICIO MARCONDINHA,-,ATIVA,,,01/07/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MONSENHOR PASSALAQUA,39,,BELA VISTA,01323010,SAO PAULO,SP,(11) 40206080,,,,
58.751.225/0001-60,SAN MARTINELLI,-,ATIVA,,,26/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ENGENHEIRO GUILHERME CRISTIANO FRENDER,1058,,VILA ANTONIETA,03477000,SAO PAULO,SP,(11) 982343918,,,,
58.742.384/0001-06,CONDOMINIO FLORESTA,CONDOMINIO FLORESTA,ATIVA,,,05/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAPITAO ALCEU VIEIRA,101,,VILA IPOJUCA,05055040,SAO PAULO,SP,(11) 31493130,,,,
58.737.130/0001-91,RESIDENCIAL VITORIA,RESIDENCIAL VITORIA,ATIVA,,,20/06/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CHAN-NAN,76,,JARDIM BRASIL (ZONA NORTE),02222040,SAO PAULO,SP,(11) 29508847,,,,
58.729.884/0001-08,RESIDENCIAL DANIELLI,-,ATIVA,,,22/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOAO VIEIRA PRIOSTE,1490,1492,VILA CARRAO,03429000,SAO PAULO,SP,(11) 54611056,,,,
58.725.455/0005-88,CONDOMINIO JK SQUARE,SUBCONDOMINIO JK HOTEL,ATIVA,,,24/10/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TENENTE NEGRAO,100,COND  HOTEL,ITAIM BIBI,04530030,SAO PAULO,SP,(11) 38132411,,,,
58.725.455/0004-05,CONDOMINIO JK SQUARE,SUBCONDOMINIO JK LOJAS,ATIVA,,,24/10/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TENENTE NEGRAO,100,COND  LOJAS,ITAIM BIBI,04530030,SAO PAULO,SP,(11) 38132411,,,,
58.725.455/0003-16,CONDOMINIO JK SQUARE,SUBCONDOMINIO JK RESIDENCE,ATIVA,,,24/10/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TENENTE NEGRAO,100,COND  RESIDENCIAL,ITAIM BIBI,04530030,SAO PAULO,SP,(11) 38132411,,,,
58.725.455/0002-35,CONDOMINIO JK SQUARE,SUBCONDOMINIO JK CORPORATE,ATIVA,,,24/10/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TENENTE NEGRAO,100,,ITAIM BIBI,04530030,SAO PAULO,SP,(11) 38132411,,,,
58.725.455/0001-54,CONDOMINIO JK SQUARE,-,ATIVA,,,24/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TENENTE NEGRAO,100,,ITAIM BIBI,04530030,SAO PAULO,SP,(11) 38132411,,,,
58.713.536/0001-34,CONDOMINIO MANACA,-,ATIVA,,,18/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RODOVIA RAPOSO TAVARES,8312,,JARDIM BOA VISTA (ZONA OESTE),05576200,SAO PAULO,SP,(11) 987632837,,,,
58.713.505/0001-83,CONDOMINIO SAPUCAIA,-,ATIVA,,,28/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RODOVIA RAPOSO TAVARES,8312,,JARDIM BOA VISTA (ZONA OESTE),05576200,SAO PAULO,SP,(11) 984341160,,,,
58.694.220/0001-42,VIBRA JURUBATUBA,VIBRA JURUBATUBA,ATIVA,,,11/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ENGENHEIRO EUSEBIO STEVAUX,1771,,JURUBATUBA,04696000,SAO PAULO,SP,(11) 32345555,,,,
58.633.877/0001-08,CONDOMINIO RESIDENCIAL PLANO & VILA RE,-,ATIVA,,,26/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOS CONTINENTES,20,,VILA RE,03668010,SAO PAULO,SP,(11) 31915000,,,,
58.624.575/0001-65,EDIFICIO LURE PERDIZES,EDIFICIO LURE PERDIZES,ATIVA,,,23/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HAVAI,63,,SUMARE,01259000,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
58.611.017/0001-65,RESIDENCIAL VENEZA,RESIDENCIAL VENEZA,ATIVA,,,14/07/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ANTONIO MANOGRASSO,452,,CHACARA BELENZINHO,03379000,SAO PAULO,SP,(11) 26389571,,,,
58.608.442/0001-03,RESIDENCIAL LADARIO,-,ATIVA,,,06/06/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA LADARIO,132,,PARADA INGLESA,02247080,SAO PAULO,SP,(11) 22814200,,,,
58.599.897/0001-00,RESIDENCIAL JARDIM MODELO,JARDIM MODELO,ATIVA,,,03/03/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANTONIO EDUARDO,101,,JARDIM MODELO,02262050,SAO PAULO,SP,(11) 29827100,(11) 29827106,,,
58.593.844/0005-05,CONDOMINIO FLOREAR,SETOR FLOREAR CORPORATIVO,ATIVA,,,19/11/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOS CRISANTEMOS,77,,MIRANDOPOLIS,04049020,SAO PAULO,SP,(11) 32345555,,,,
58.593.844/0004-16,CONDOMINIO FLOREAR,SETOR FLOREAR STUDIOS,ATIVA,,,19/11/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOS CRISANTEMOS,71,,MIRANDOPOLIS,04049020,SAO PAULO,SP,(11) 32345555,,,,
58.593.844/0003-35,CONDOMINIO FLOREAR,SETOR FLOREAR LOJAS,ATIVA,,,19/11/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOS CRISANTEMOS,79,,MIRANDOPOLIS,04049020,SAO PAULO,SP,(11) 32345555,,,,
58.593.844/0002-54,CONDOMINIO FLOREAR,SETOR FLOREAR RESIDENCIAL,ATIVA,,,19/11/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DAS AZALEAS,70,,MIRANDOPOLIS,04049010,SAO PAULO,SP,(11) 32345555,,,,
58.593.844/0001-73,CONDOMINIO FLOREAR,CONDOMINIO FLOREAR,ATIVA,,,19/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DAS AZALEAS,70,,MIRANDOPOLIS,04049010,SAO PAULO,SP,(11) 32345555,,,,
58.587.193/0001-09,RESERVA SAO MATEUS,-,ATIVA,,,10/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MINISTRO LUIS SPARANO,181,,JARDIM SANTA ADELIA,03970050,SAO PAULO,SP,(19) 32388710,,,,
58.585.895/0001-53,RESIDENCIAL CALABRESE,RESIDENCIAL CALABRESE,ATIVA,,,15/05/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PALMERINO CALABRESE,72,,VILA SANTANA,08230060,SAO PAULO,SP,(11) 43305108,(11) 54773279,,,
58.580.680/0004-92,LA VIDA ESTILO BARROCO,LA VIDA ESTILO BARROCO LOJA,ATIVA,,,25/09/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DO ESTILO BARROCO,623,633                       639                       649                       655,SANTO AMARO,04709011,SAO PAULO,SP,(11) 31451322,,,,
58.580.680/0003-01,LA VIDA ESTILO BARROCO,SUBCONDOMINO LA VIDA ESTILO BARROCO STUDIO,ATIVA,,,25/09/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DO ESTILO BARROCO,623,,SANTO AMARO,04709011,SAO PAULO,SP,(11) 31451322,,,,
58.580.680/0002-20,LA VIDA ESTILO BARROCO,LA VIDA ESTILO BARROCO RESIDENCIAL,ATIVA,,,25/09/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DO ESTILO BARROCO,623,622,SANTO AMARO,04709011,SAO PAULO,SP,(11) 31451322,,,,
58.580.680/0001-40,LA VIDA ESTILO BARROCO,LA VIDA ESTILO BARROCO,ATIVA,,,25/09/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DO ESTILO BARROCO,623,633  639 649   655,SANTO AMARO,04709011,SAO PAULO,SP,(11) 31451322,,,,
58.579.276/0001-56,CONDOMINIO RESIDENCIAL GIOVANNA,CONDOMINIO RESIDENCIAL GIOVANNA,ATIVA,,,20/06/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR IVAN MAIA DE VASCONCELOS,20,,CIDADE PATRIARCA,03552130,SAO PAULO,SP,(11) 975331999,,,,
58.578.692/0002-10,CONDOMINIO LEXY BOULEVARD VILA CLEMENTINO,LEXY BOULEVARD VILA CLEMENTINO - SETOR RESIDENCIAL,ATIVA,,,18/11/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR LUIZ AZEVEDO FILHO,38,SETOR RESIDENCIAL,VILA CLEMENTINO,04044050,SAO PAULO,SP,(11) 22957721,(11) 22960467,,,
58.578.692/0001-30,CONDOMINIO LEXY BOULEVARD VILA CLEMENTINO,LEXY BOULEVARD VILA CLEMENTINO,ATIVA,,,18/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PRIMEIRO DE JANEIRO,236,,VILA CLEMENTINO,04044060,SAO PAULO,SP,(11) 22957721,,,,
58.568.357/0006-65,CONDOMINIO ALMAGAH 227,CONDOMINIO ALMAGAH 227 SUBCONDOMINIO VAGAS AUTONOMAS,ATIVA,,,09/12/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA AIRI,227,VAGAS AUTONOMAS,VILA GOMES CARDIM,03310010,SAO PAULO,SP,(11) 31451322,,,,
58.568.357/0005-84,CONDOMINIO ALMAGAH 227,CONDOMINIO ALMAGAH 227 SUBCONDOMINIO CORPORATIVO,ATIVA,,,09/12/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA AIRI,227,CORPORATIVO,VILA GOMES CARDIM,03310010,SAO PAULO,SP,(11) 31451322,,,,
58.568.357/0004-01,CONDOMINIO ALMAGAH 227,CONDOMINIO ALMAGAH 227 SUBCONDOMINIO COMERCIAL,ATIVA,,,09/12/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA AIRI,227,COMERCIAL,VILA GOMES CARDIM,03310010,SAO PAULO,SP,(11) 31451322,,,,
58.568.357/0003-12,CONDOMINIO ALMAGAH 227,CONDOMINIO ALMAGAH 227 SUBCONDOMINIO RESIDENCIAL,ATIVA,,,09/12/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA AIRI,227,RESIDENCIAL,VILA GOMES CARDIM,03310010,SAO PAULO,SP,(11) 31451322,,,,
58.568.357/0002-31,CONDOMINIO ALMAGAH 227,CONDOMINIO ALMAGAH 227 SUBCONDOMINIO LOJAS,ATIVA,,,09/12/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA AIRI,227,LOJAS,VILA GOMES CARDIM,03310010,SAO PAULO,SP,(11) 31451322,,,,
58.568.357/0001-50,CONDOMINIO ALMAGAH 227,-,ATIVA,,,09/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA AIRI,227,,VILA GOMES CARDIM,03310010,SAO PAULO,SP,(11) 31451322,,,,
58.565.724/0001-62,CONDOMINIO RESIDENCIAL UNIQUE RED SPE LTDA,CONDOMINIO RESIDENCIAL RED,ATIVA,,,27/12/2024,MATRIZ,,Nao,Nao,"R$ 30.000,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MERCEDES LOPES,452,,VILA SANTANA,03614000,SAO PAULO,SP,(11) 21394650,,,,
58.561.228/0001-30,CONDOMINIO VIVACE SANTA TERESINHA,CONDOMINIO VIVACE SANTA TERESINHA,ATIVA,,,14/02/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA NOVA DOS PORTUGUESES,1190,,CHORA MENINO,02462081,SAO PAULO,SP,(11) 22814200,,,,
58.560.555/0001-78,VILA SIBIPIRUNA,-,ATIVA,,,25/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA LOPES DE AZEVEDO,924,,JARDIM GUEDALA,05603001,SAO PAULO,SP,(11) 31915000,,,,
58.555.437/0001-71,MORIAH IPIRANGA,-,ATIVA,,,02/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA LUCINDA FERREIRA,173,,VILA FIRMIANO PINTO,04125150,SAO PAULO,SP,(11) 31915000,,,,
58.554.613/0001-50,RESIDENCIAL MS MENDES,-,ATIVA,,,16/07/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CORREIA RIBEIRO,162,,JARDIM SOARES,08460260,SAO PAULO,SP,(11) 37774623,,,,
58.548.361/0001-57,EDIFICIO IBATE,-,ATIVA,,,14/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA SABIA,26,,INDIANOPOLIS,04515000,SAO PAULO,SP,(11) 31451322,,,,
58.547.611/0001-34,CONDOMINIO RESIDENCIAL MACENA,CONDOMINIO MACENA,ATIVA,,,27/09/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MERCEDES LOPES,596,,VILA SANTANA,03614000,SAO PAULO,SP,(11) 54359526,,,,
58.546.641/0005-50,CONDOMINIO BALKON CAMPO BELO,SETOR SERVICOS DE MORADIA,ATIVA,,,23/08/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BARAO DE JACEGUAI,1507,SETOR MORADIA,CAMPO BELO,04606004,SAO PAULO,SP,(11) 37455227,,,,
58.546.641/0004-79,CONDOMINIO BALKON CAMPO BELO,SETOR COMERCIAL,ATIVA,,,23/08/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CONSTANTINO DE SOUSA,581,,CAMPO BELO,04605001,SAO PAULO,SP,(11) 37455227,,,,
58.546.641/0003-98,CONDOMINIO BALKON CAMPO BELO,SETOR RESIDENCIAL 02,ATIVA,,,23/08/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BARAO DE JACEGUAI,1507,,CAMPO BELO,04606004,SAO PAULO,SP,(11) 37455227,,,,
58.546.641/0002-07,CONDOMINIO BALKON CAMPO BELO,SETOR RESIDENCIAL 01,ATIVA,,,23/08/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR JESUINO MACIEL,685,,CAMPO BELO,04615001,SAO PAULO,SP,(11) 37455227,,,,
58.546.641/0001-26,CONDOMINIO BALKON CAMPO BELO,-,ATIVA,,,23/08/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CONSTANTINO DE SOUSA,581,585,CAMPO BELO,04605001,SAO PAULO,SP,(11) 37455227,,,,
58.546.207/0001-46,RESIDENCIAL MARANEZI,RESIDENCIAL MARANEZI,ATIVA,,,01/04/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA EZIO MARANEZI,97,,CIDADE LIDER,08280030,SAO PAULO,SP,(11) 26389571,,,,
58.545.281/0001-48,TODAY VILA MARIANA,-,ATIVA,,,16/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR TOMAS ALVES,110,,VILA MARIANA,04017070,SAO PAULO,SP,(11) 31915000,,,,
58.525.786/0001-40,RESIDENCIAL MARIA 'S',RESIDENCIAL MARIA 'S',ATIVA,,,02/07/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MAJOR BARACCA,954,,PARQUE EDU CHAVES,02232000,SAO PAULO,SP,(11) 31817396,,,,
58.514.245/0001-17,CIDADE MOOCA - VILA CAPRI,-,ATIVA,,,24/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DA MOOCA,1300,,MOOCA,03104010,SAO PAULO,SP,(11) 54611056,(11) 35633911,,,
58.512.437/0001-94,CONDOMINIO ARILTON,CONDOMINIO ARILTON,ATIVA,,,12/05/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA OVIDIA BERNARDO MIRAGAIA,17,,VILA SAO SILVESTRE (ZONA LESTE),08011410,SAO PAULO,SP,(11) 980811735,,,,
58.505.307/0001-24,RESIDENCIAL AGUAS VIRTUOSAS TORRE I,RESIDENCIAL AGUAS VIRTUOSAS TORRE I,ATIVA,,,14/05/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CLARINDO MIRANDA,17,,PARQUE PERUCHE,02532040,SAO PAULO,SP,(11) 54314017,,,,
58.502.834/0001-85,CONDOMINIO RESIDENCIAL S. MARCELO,SAO MARCELO,ATIVA,,,14/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA SAO MARCELO,200,,VILA GUSTAVO,02250050,SAO PAULO,SP,(11) 29871448,,,,
58.491.047/0001-85,IRIO GOLF GARDEN,-,ATIVA,,,14/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA NOSSA SENHORA DO SABARA,409,,VILA SOFIA,04685000,SAO PAULO,SP,(11) 31451322,,,,
58.472.995/0001-73,RESIDENCIAL NATALE,RESIDENCIAL NATALE,ATIVA,,,22/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANDRE NATALE,266,,JARDIM POPULAR,03670020,SAO PAULO,SP,(11) 47755904,,,,
58.461.598/0001-04,EDIFICIO CAVALCANTI,-,ATIVA,,,13/09/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA BOSQUE DA SAUDE,207,,SAUDE,04142090,SAO PAULO,SP,(11) 34733025,,,,
58.460.391/0001-07,CONDOMINIO CUBE VILA MADALENA,-,ATIVA,,,24/07/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA LIRA,136,144                       152                       162                       166,VILA MADALENA,05443060,SAO PAULO,SP,(11) 30744266,,,,
58.457.783/0001-17,CONDOMINIO RESIDENCIAL MM278,-,ATIVA,,,19/06/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MARCELO DE MENEZES,278,,CARANDIRU,02069030,SAO PAULO,SP,(11) 965857577,,,,
58.456.903/0003-23,CONDOMINIO PRISMA PINHEIROS,PRISMA PINHEIROS SERVICO DE MORADIA,ATIVA,,,21/11/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CARDEAL ARCOVERDE,231,,PINHEIROS,05407000,SAO PAULO,SP,(11) 27977600,,,,
58.456.903/0002-42,CONDOMINIO PRISMA PINHEIROS,SETOR RESIDENCIAL,ATIVA,,,21/11/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CARDEAL ARCOVERDE,231,239,PINHEIROS,05407000,SAO PAULO,SP,(11) 27977600,,,,
58.456.903/0001-61,CONDOMINIO PRISMA PINHEIROS,CONDOMINIO PRISMA PINHEIROS CENTRAL,ATIVA,,,21/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CARDEAL ARCOVERDE,231,,PINHEIROS,05407000,SAO PAULO,SP,(11) 27977600,,,,
58.455.852/0001-53,RESIDENCIAL PONTEVEDRA II,RESIDENCIAL PONTEVEDRA II,ATIVA,,,28/06/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA VICENZA,122,,VILA DOM PEDRO II,02244080,SAO PAULO,SP,(11) 25941628,(11) 26934186,,,
